"","Plot","Year","Subplot","Treatment","invsimpson_biomass"
"749",15,2021,"East","FoliarFungicide",6.75673160369566
"750",15,2021,"West","FoliarFungicide",2.11693606195233
"751",16,2021,"East","Insecticide",2.22820343224457
"752",16,2021,"West","Insecticide",2.8355446107598
"753",17,2021,"East","SoilDrenchFungicide",3.50978167243256
"754",17,2021,"West","SoilDrenchFungicide",2.68327691900295
"755",18,2021,"East","Fenced",6.55406567699894
"756",18,2021,"West","Fenced",1.94972808274638
"757",19,2021,"East","Insecticide",4.26772971640851
"758",19,2021,"West","Insecticide",2.06706878848006
"759",20,2021,"East","SoilDrenchFungicide",5.74564771824718
"760",20,2021,"West","SoilDrenchFungicide",3.36529391145883
"761",21,2021,"East","Fenced",5.07732675663435
"762",21,2021,"West","Fenced",2.1229432962074
"763",22,2021,"East","FoliarFungicide",7.94757004829214
"764",22,2021,"West","FoliarFungicide",4.05738720251442
"765",23,2021,"East","AllPesticides",3.62592337670299
"766",24,2021,"East","Control",5.23966571657858
"767",24,2021,"West","Control",2.61340795468118
"768",25,2021,"East","Fenced",2.31374002795887
"769",25,2021,"West","Fenced",2.64866854779975
"770",26,2021,"East","FoliarFungicide",2.86366893485675
"771",26,2021,"West","FoliarFungicide",3.23379880147184
"772",27,2021,"East","SoilDrenchFungicide",1.97513805540078
"773",27,2021,"West","SoilDrenchFungicide",1.65771913894428
"774",28,2021,"East","AllPesticides",4.15776513293437
"775",28,2021,"West","AllPesticides",3.62021322494236
"776",29,2021,"East","Control",2.54215612622279
"777",29,2021,"West","Control",2.45863487994923
"778",30,2021,"East","Insecticide",2.34515553484619
"779",30,2021,"West","Insecticide",3.34504203161047
"780",31,2021,"East","SoilDrenchFungicide",2.61388926892031
"781",31,2021,"West","SoilDrenchFungicide",2.41369248015449
"782",32,2021,"East","Control",1.62797820615201
"783",32,2021,"West","Control",3.1481847641272
"784",33,2021,"East","Fenced",2.6752390506136
"785",33,2021,"West","Fenced",2.34057618286789
"786",34,2021,"East","AllPesticides",1.3352140728871
"787",34,2021,"West","AllPesticides",3.15746501986282
"788",35,2021,"East","Insecticide",3.15873714291437
"789",35,2021,"West","Insecticide",2.66110557535586
"790",36,2021,"East","FoliarFungicide",2.82809673281756
"791",36,2021,"West","FoliarFungicide",2.08028984625811
"792",37,2021,"East","Control",1.4938705596373
"793",37,2021,"West","Control",1.951372201976
"794",38,2021,"East","Fenced",4.24767182087454
"795",38,2021,"West","Fenced",2.76958431948332
"796",39,2021,"East","FoliarFungicide",4.79489215173479
"797",39,2021,"West","FoliarFungicide",3.2677356795936
"798",40,2021,"East","Insecticide",1.47073427223353
"799",40,2021,"West","Insecticide",3.0767995997415
"800",41,2021,"East","AllPesticides",3.23688608032818
"801",41,2021,"West","AllPesticides",3.36755319535516
"802",42,2021,"East","SoilDrenchFungicide",2.35611587508163
"803",42,2021,"West","SoilDrenchFungicide",2.42915260664272
"804",43,2021,"East","Fenced",5.93707039003452
"805",43,2021,"West","Fenced",3.6042760674217
"806",44,2021,"East","AllPesticides",9.9893666805521
"807",44,2021,"West","AllPesticides",2.47131356600937
"808",45,2021,"East","Insecticide",6.62081603988269
"809",45,2021,"West","Insecticide",2.84322733448541
"810",46,2021,"East","SoilDrenchFungicide",4.24887942434182
"811",46,2021,"West","SoilDrenchFungicide",2.17159584966966
"812",47,2021,"East","Control",4.67940700604245
"813",47,2021,"West","Control",2.6971392297336
"814",48,2021,"East","FoliarFungicide",5.25536741654119
"815",48,2021,"West","FoliarFungicide",2.73002320733794
"816",1,2022,"East","Insecticide",4.39588220841953
"817",1,2022,"West","Insecticide",3.10076751689508
"818",2,2022,"East","Control",4.97948529423245
"819",2,2022,"West","Control",3.64352242553118
"820",3,2022,"East","FoliarFungicide",3.60737564350381
"821",3,2022,"West","FoliarFungicide",3.3652489971248
"822",4,2022,"East","SoilDrenchFungicide",3.43882416819496
"823",4,2022,"West","SoilDrenchFungicide",3.00543940942288
"824",5,2022,"East","AllPesticides",1.72156954959199
"825",5,2022,"West","AllPesticides",3.42720825356857
"826",6,2022,"East","Fenced",1.85596006757793
"827",6,2022,"West","Fenced",3.2150442117502
"828",7,2022,"East","AllPesticides",5.90018672805524
"829",7,2022,"West","AllPesticides",4.65408894466615
"830",8,2022,"East","Control",2.61598941597366
"831",8,2022,"West","Control",4.21753541569681
"832",9,2022,"East","Insecticide",2.93180188000121
"833",9,2022,"West","Insecticide",3.12658435219329
"834",10,2022,"East","FoliarFungicide",4.08949625768775
"835",10,2022,"West","FoliarFungicide",2.47041583662789
"836",11,2022,"East","SoilDrenchFungicide",3.17844978976223
"837",11,2022,"West","SoilDrenchFungicide",2.1969533802865
"838",12,2022,"East","Fenced",4.02227063341069
"839",12,2022,"West","Fenced",3.50037097261069
"840",13,2022,"East","AllPesticides",2.87898157290281
"841",13,2022,"West","AllPesticides",4.17263537287213
"842",14,2022,"East","Control",5.64927389281492
"843",14,2022,"West","Control",3.40435720967633
"844",15,2022,"East","FoliarFungicide",5.90161087881159
"845",15,2022,"West","FoliarFungicide",2.42144656014788
"846",16,2022,"East","Insecticide",6.56946019876673
"847",16,2022,"West","Insecticide",5.02656137725391
"848",17,2022,"East","SoilDrenchFungicide",4.26417608337858
"849",17,2022,"West","SoilDrenchFungicide",3.38780403011426
"850",18,2022,"East","Fenced",9.67716911103304
"851",18,2022,"West","Fenced",1.2773480840482
"852",19,2022,"East","Insecticide",5.00781362252268
"853",19,2022,"West","Insecticide",5.62721112970366
"854",20,2022,"East","SoilDrenchFungicide",6.42808760693163
"855",20,2022,"West","SoilDrenchFungicide",2.90002821189217
"856",21,2022,"East","Fenced",6.76364593571525
"857",21,2022,"West","Fenced",2.18038728937022
"858",22,2022,"East","FoliarFungicide",6.78870134006223
"859",22,2022,"West","FoliarFungicide",5.33809689929401
"860",23,2022,"East","AllPesticides",2.97940678014095
"861",23,2022,"West","AllPesticides",4.18640671222833
"862",24,2022,"East","Control",5.32175854300304
"863",24,2022,"West","Control",2.18931695185122
"864",25,2022,"East","Fenced",3.64287804177797
"865",25,2022,"West","Fenced",2.49918425552156
"866",26,2022,"East","FoliarFungicide",3.45579632454979
"867",26,2022,"West","FoliarFungicide",4.14762454632951
"868",27,2022,"East","SoilDrenchFungicide",3.13315033558972
"869",27,2022,"West","SoilDrenchFungicide",4.57168217087802
"870",28,2022,"East","AllPesticides",5.41309425284702
"871",28,2022,"West","AllPesticides",4.71156139593991
"872",29,2022,"East","Control",2.07507309855069
"873",29,2022,"West","Control",2.93084748703465
"874",30,2022,"East","Insecticide",3.56536398918221
"875",30,2022,"West","Insecticide",3.55822460033309
"876",31,2022,"East","SoilDrenchFungicide",2.1248033553321
"877",31,2022,"West","SoilDrenchFungicide",3.55730097174169
"878",32,2022,"East","Control",1.6314540251219
"879",32,2022,"West","Control",3.26114501076262
"880",33,2022,"East","Fenced",2.69004525720488
"881",33,2022,"West","Fenced",3.06277937823324
"882",34,2022,"East","AllPesticides",2.684737096184
"883",34,2022,"West","AllPesticides",3.34627433437356
"884",35,2022,"East","Insecticide",3.55181025402017
"885",35,2022,"West","Insecticide",2.3918225578967
"886",36,2022,"East","FoliarFungicide",1.98147898803565
"887",36,2022,"West","FoliarFungicide",3.45166695995777
"888",37,2022,"East","Control",3.53194088501623
"889",37,2022,"West","Control",4.12191887905147
"890",38,2022,"East","Fenced",2.85250235095762
"891",38,2022,"West","Fenced",2.01535066594395
"892",39,2022,"East","FoliarFungicide",4.04642782417516
"893",39,2022,"West","FoliarFungicide",2.93443395658419
"894",40,2022,"East","Insecticide",2.44672974792922
"895",40,2022,"West","Insecticide",1.84998078600735
"896",41,2022,"East","AllPesticides",2.81334799636041
"897",41,2022,"West","AllPesticides",2.51216490898297
"898",42,2022,"East","SoilDrenchFungicide",2.027366179604
"899",42,2022,"West","SoilDrenchFungicide",1.96828937398273
"900",43,2022,"East","Fenced",6.44623073435444
"901",43,2022,"West","Fenced",2.66452336110184
"902",44,2022,"East","AllPesticides",8.63258161053089
"903",44,2022,"West","AllPesticides",4.91364771557163
"904",45,2022,"East","Insecticide",7.98974650838795
"905",45,2022,"West","Insecticide",4.72846068663031
"906",46,2022,"East","SoilDrenchFungicide",6.80702888763822
"907",46,2022,"West","SoilDrenchFungicide",1.87346138109696
"908",47,2022,"East","Control",5.68631932240291
"909",47,2022,"West","Control",2.82666900457933
"910",48,2022,"East","FoliarFungicide",7.16233590706274
"911",48,2022,"West","FoliarFungicide",4.95705313768972
"912",1,2023,"East","Insecticide",2.48183370263501
"913",1,2023,"West","Insecticide",1.99907168232711
"914",2,2023,"East","Control",2.34076223525701
"915",2,2023,"West","Control",1.23688423671195
"916",3,2023,"East","FoliarFungicide",3.88426387511463
"917",3,2023,"West","FoliarFungicide",2.94445184034045
"918",4,2023,"East","SoilDrenchFungicide",2.54337924835372
"919",4,2023,"West","SoilDrenchFungicide",1.73380711042546
"920",5,2023,"East","AllPesticides",2.72459339001904
"921",5,2023,"West","AllPesticides",2.62497528581022
"922",6,2023,"East","Fenced",4.14726058801731
"923",6,2023,"West","Fenced",1.94640041825912
"924",7,2023,"East","AllPesticides",2.8213209428152
"925",7,2023,"West","AllPesticides",3.21158726890784
"926",8,2023,"East","Control",2.25505018424238
"927",8,2023,"West","Control",1.51381524884844
"928",9,2023,"East","Insecticide",3.16157675013404
"929",9,2023,"West","Insecticide",2.8584418393819
"930",10,2023,"East","FoliarFungicide",3.17785312357298
"931",10,2023,"West","FoliarFungicide",1.70309192597131
"932",11,2023,"East","SoilDrenchFungicide",2.31419394719914
"933",11,2023,"West","SoilDrenchFungicide",1.25295275057891
"934",12,2023,"East","Fenced",2.02775737258591
"935",12,2023,"West","Fenced",4.52475733931634
"936",13,2023,"East","AllPesticides",3.82463416872168
"937",13,2023,"West","AllPesticides",1.90266181550667
"938",14,2023,"East","Control",3.75729465061481
"939",14,2023,"West","Control",3.90562686878096
"940",15,2023,"East","FoliarFungicide",4.22826559491643
"941",15,2023,"West","FoliarFungicide",1.44317721988981
"942",16,2023,"East","Insecticide",2.8241889090262
"943",16,2023,"West","Insecticide",2.9109077371647
"944",17,2023,"East","SoilDrenchFungicide",4.40800203955744
"945",17,2023,"West","SoilDrenchFungicide",2.08933483047303
"946",18,2023,"East","Fenced",6.41285486940179
"947",18,2023,"West","Fenced",1.01962485535371
"948",19,2023,"East","Insecticide",3.73401786857789
"949",19,2023,"West","Insecticide",4.71607582475198
"950",20,2023,"East","SoilDrenchFungicide",2.88511231269124
"951",20,2023,"West","SoilDrenchFungicide",3.40812928040803
"952",21,2023,"East","Fenced",2.98777718131937
"953",21,2023,"West","Fenced",1.38628615483121
"954",22,2023,"East","FoliarFungicide",7.17398836871248
"955",22,2023,"West","FoliarFungicide",2.54505389954759
"956",23,2023,"East","AllPesticides",3.3062740617147
"957",23,2023,"West","AllPesticides",1.74582874467313
"958",24,2023,"East","Control",4.86209825582658
"959",24,2023,"West","Control",3.37022138529603
"960",25,2023,"East","Fenced",2.25233374510812
"961",25,2023,"West","Fenced",1.01257556767892
"962",26,2023,"East","FoliarFungicide",3.0919222315266
"963",26,2023,"West","FoliarFungicide",1.4372363485309
"964",27,2023,"East","SoilDrenchFungicide",1.57290397197376
"965",27,2023,"West","SoilDrenchFungicide",2.13984821026649
"966",28,2023,"East","AllPesticides",5.36332910507036
"967",28,2023,"West","AllPesticides",3.52462500426792
"968",29,2023,"East","Control",1.77385352387331
"969",29,2023,"West","Control",1.65876391374491
"970",30,2023,"East","Insecticide",2.90721361231439
"971",30,2023,"West","Insecticide",3.44664047465018
"972",31,2023,"East","SoilDrenchFungicide",3.78005193197089
"973",31,2023,"West","SoilDrenchFungicide",1.86373587399416
"974",32,2023,"East","Control",2.77191392231805
"975",32,2023,"West","Control",1.38194584470612
"976",33,2023,"East","Fenced",2.7835355245975
"977",33,2023,"West","Fenced",1.886822467536
"978",34,2023,"East","AllPesticides",3.84918525449582
"979",34,2023,"West","AllPesticides",2.74505872077811
"980",35,2023,"East","Insecticide",4.21552240006226
"981",35,2023,"West","Insecticide",2.15706533392547
"982",36,2023,"East","FoliarFungicide",3.43158446015673
"983",36,2023,"West","FoliarFungicide",3.18251278944612
"984",37,2023,"East","Control",2.3992374313287
"985",37,2023,"West","Control",1.51902725277067
"986",38,2023,"East","Fenced",4.93817572003176
"987",38,2023,"West","Fenced",1.98555359788441
"988",39,2023,"East","FoliarFungicide",6.16365043610362
"989",39,2023,"West","FoliarFungicide",1.63185452934023
"990",40,2023,"East","Insecticide",3.32589761071234
"991",40,2023,"West","Insecticide",1.24241800871111
"992",41,2023,"East","AllPesticides",3.1223223704772
"993",41,2023,"West","AllPesticides",1.83002513082319
"994",42,2023,"East","SoilDrenchFungicide",3.00717646239371
"995",42,2023,"West","SoilDrenchFungicide",4.15803142928801
"996",43,2023,"East","Fenced",7.69370388477595
"997",43,2023,"West","Fenced",2.9862493848249
"998",44,2023,"East","AllPesticides",4.59896730410953
"999",44,2023,"West","AllPesticides",2.54389158886167
"1000",45,2023,"East","Insecticide",6.40932078066904
"1001",45,2023,"West","Insecticide",3.81788320874457
"1002",46,2023,"East","SoilDrenchFungicide",4.2977939391749
"1003",46,2023,"West","SoilDrenchFungicide",3.09327476005953
"1004",47,2023,"East","Control",5.80571297011163
"1005",47,2023,"West","Control",1.80792369283537
"1006",48,2023,"East","FoliarFungicide",5.83074755124527
"1007",48,2023,"West","FoliarFungicide",2.83952157082164
"1008",1,2024,"East","Insecticide",3.22101207455248
"1009",1,2024,"West","Insecticide",2.55234675198753
"1010",2,2024,"East","Control",2.16376343617035
"1011",2,2024,"West","Control",2.76796321688432
"1012",3,2024,"East","FoliarFungicide",3.45387500300615
"1013",3,2024,"West","FoliarFungicide",1.51228616300097
"1014",4,2024,"East","SoilDrenchFungicide",2.50270655333448
"1015",4,2024,"West","SoilDrenchFungicide",1.42874497715953
"1016",5,2024,"East","AllPesticides",3.43037914250263
"1017",5,2024,"West","AllPesticides",5.16937432062558
"1018",6,2024,"East","Fenced",3.23883215403953
"1019",6,2024,"West","Fenced",3.1611470950757
"1020",7,2024,"East","AllPesticides",3.64495920277436
"1021",7,2024,"West","AllPesticides",2.52420440430551
"1022",8,2024,"East","Control",2.64341043665079
"1023",8,2024,"West","Control",2.63112020126467
"1024",9,2024,"East","Insecticide",3.16588548036796
"1025",9,2024,"West","Insecticide",4.39990801201793
"1026",10,2024,"East","FoliarFungicide",4.9679602149211
"1027",10,2024,"West","FoliarFungicide",3.13327119994486
"1028",11,2024,"East","SoilDrenchFungicide",3.47941205185476
"1029",11,2024,"West","SoilDrenchFungicide",4.02097563710192
"1030",12,2024,"East","Fenced",2.44548590167922
"1031",12,2024,"West","Fenced",2.35953551047908
"1032",13,2024,"East","AllPesticides",2.72707524718838
"1033",13,2024,"West","AllPesticides",3.12124637194623
"1034",14,2024,"East","Control",2.86480863793546
"1035",14,2024,"West","Control",2.19321758358344
"1036",15,2024,"East","FoliarFungicide",5.5896096267135
"1037",15,2024,"West","FoliarFungicide",1.21129947367878
"1038",16,2024,"East","Insecticide",4.52920187792119
"1039",16,2024,"West","Insecticide",3.21792540123346
"1040",17,2024,"East","SoilDrenchFungicide",4.03850184614715
"1041",17,2024,"West","SoilDrenchFungicide",3.12125815726887
"1042",18,2024,"East","Fenced",4.20323216272545
"1043",18,2024,"West","Fenced",2.73943799546499
"1044",19,2024,"East","Insecticide",3.42945451760101
"1045",19,2024,"West","Insecticide",3.35254468418493
"1046",20,2024,"East","SoilDrenchFungicide",3.04181881303082
"1047",20,2024,"West","SoilDrenchFungicide",2.73520375066742
"1048",21,2024,"East","Fenced",5.57224221226214
"1049",21,2024,"West","Fenced",3.19964103980581
"1050",22,2024,"East","FoliarFungicide",4.07148324455291
"1051",22,2024,"West","FoliarFungicide",2.16566471960839
"1052",23,2024,"East","AllPesticides",2.16335232127991
"1053",23,2024,"West","AllPesticides",3.88315128412579
"1054",24,2024,"East","Control",3.52623403485266
"1055",24,2024,"West","Control",2.04848832478551
"1056",25,2024,"East","Fenced",2.55300946600165
"1057",25,2024,"West","Fenced",2.5269988595738
"1058",26,2024,"East","FoliarFungicide",3.81446634456061
"1059",26,2024,"West","FoliarFungicide",1.76527757469755
"1060",27,2024,"East","SoilDrenchFungicide",1.35580933228723
"1061",27,2024,"West","SoilDrenchFungicide",2.62507468690984
"1062",28,2024,"East","AllPesticides",5.23446999634313
"1063",28,2024,"West","AllPesticides",2.63711331176921
"1064",29,2024,"East","Control",1.98526441726288
"1065",29,2024,"West","Control",1.58640106479653
"1066",30,2024,"East","Insecticide",3.02593788083556
"1067",30,2024,"West","Insecticide",2.43353988109882
"1068",31,2024,"East","SoilDrenchFungicide",2.83038969405513
"1069",31,2024,"West","SoilDrenchFungicide",1.85412604886138
"1070",32,2024,"East","Control",2.90726565885752
"1071",32,2024,"West","Control",2.32349724041476
"1072",33,2024,"East","Fenced",2.18804194392648
"1073",33,2024,"West","Fenced",4.35612386403535
"1074",34,2024,"East","AllPesticides",2.07853887416242
"1075",34,2024,"West","AllPesticides",4.33252612039749
"1076",35,2024,"East","Insecticide",3.434038173869
"1077",35,2024,"West","Insecticide",3.32349444326062
"1078",36,2024,"East","FoliarFungicide",2.1841143819728
"1079",36,2024,"West","FoliarFungicide",3.3421162976826
"1080",37,2024,"East","Control",2.37767654166211
"1081",37,2024,"West","Control",2.58467461878643
"1082",38,2024,"East","Fenced",1.48802057378147
"1083",38,2024,"West","Fenced",2.41056195805239
"1084",39,2024,"East","FoliarFungicide",2.82473814171679
"1085",39,2024,"West","FoliarFungicide",2.34810396783801
"1086",40,2024,"East","Insecticide",1.71875991357098
"1087",40,2024,"West","Insecticide",2.40695627177414
"1088",41,2024,"East","AllPesticides",4.06961699339314
"1089",41,2024,"West","AllPesticides",2.29776618995968
"1090",42,2024,"East","SoilDrenchFungicide",3.59070286462596
"1091",42,2024,"West","SoilDrenchFungicide",1.93394382810254
"1092",43,2024,"East","Fenced",5.01762200943721
"1093",43,2024,"West","Fenced",2.14301112309891
"1094",44,2024,"East","AllPesticides",4.59740567995495
"1095",44,2024,"West","AllPesticides",2.90957048596784
"1096",45,2024,"East","Insecticide",5.45570618810537
"1097",45,2024,"West","Insecticide",3.75805980805192
"1098",46,2024,"East","SoilDrenchFungicide",2.32403147822274
"1099",46,2024,"West","SoilDrenchFungicide",2.4066865955139
"1100",47,2024,"East","Control",2.89185099984474
"1101",47,2024,"West","Control",4.16561267645779
"1102",48,2024,"East","FoliarFungicide",6.32111722810909
"1103",48,2024,"West","FoliarFungicide",1.62228528764349
