order,family,genus,species,Leaf_Area,Nmass,LMA,Plant_height,Diaspore_mass,SSD_observed,LDMC,SSD_imputed,SSD_combined
Caryophyllales,Polygonaceae,Persicaria,Persicaria maculosa,1429.26,11.98783704,45.96906007,0.396136175,2.0441,NA,0.252416794,0.2281364,0.2281364
Caryophyllales,Polygonaceae,Persicaria,Persicaria sagittata,840.4,20.66411344,18.17283649,0.833496409,2.5633,NA,0.188737082,0.194768231,0.194768231
Caryophyllales,Polygonaceae,Fallopia,Fallopia scandens,155.63,16.13,32.41395488,0.30362424,0.1,NA,0.15796189,0.178642031,0.178642031
Caryophyllales,Polygonaceae,Polygonum,Polygonum tenue,NA,NA,NA,0.4,1.81,NA,NA,NA,NA
Malpighiales,Salicaceae,Populus,Populus balsamifera,2774,17.56593597,72.75577005,18.33734857,1.0156,0.38340579,NA,NA,0.38340579
Malpighiales,Salicaceae,Populus,Populus deltoides,8400,21.92727922,86.37819851,33.1175808,0.9918,0.423090397,NA,NA,0.423090397
Malpighiales,Salicaceae,Populus,Populus grandidentata,4813.78,23.75772843,52.38105803,16.20948739,0.1369,0.429689699,NA,NA,0.429689699
Malpighiales,Salicaceae,Populus,Populus tremuloides,2066.58,20.80417917,69.52013404,16.70656374,0.117,0.382101601,NA,NA,0.382101601
Caryophyllales,Portulacaceae,Portulaca,Portulaca oleracea,47.55,19.29,63.75064859,0.103987738,0.1418,NA,0.1,0.14827,0.14827
Rosales,Rosaceae,Potentilla,Potentilla argentea,275.33,NA,63.62215735,0.253983874,0.0838,NA,0.319577108,0.263328405,0.263328405
Rosales,Rosaceae,Drymocallis,Drymocallis arguta,NA,18.9,95.23809524,0.91,0.1379,NA,NA,NA,NA
Rosales,Rosaceae,Potentilla,Potentilla norvegica,1673.94,19.28508367,47.04702071,0.512533711,0.1,NA,0.312646019,0.259696514,0.259696514
Rosales,Rosaceae,Comarum,Comarum palustre,2197.21,13.36,55.30288288,0.371233216,0.4222,NA,0.25,0.22687,0.22687
Rosales,Rosaceae,Potentilla,Potentilla recta,910.05,NA,57.80938906,0.406906174,0.2258,NA,0.302576402,0.254420035,0.254420035
Rosales,Rosaceae,Potentilla,Potentilla simplex,625.55,NA,37.89059361,0.219390982,NA,NA,0.244659475,0.224071565,0.224071565
Asterales,Asteraceae,Nabalus,Nabalus albus,NA,16.39878044,NA,NA,NA,NA,NA,NA,NA
Asterales,Asteraceae,Nabalus,Nabalus racemosus,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lamiales,Lamiaceae,Prunella,Prunella vulgaris,472.55,19.1721384,34.86427008,0.144699364,0.73,0.166888,NA,NA,0.166888
Rosales,Rosaceae,Prunus,Prunus americana,NA,NA,NA,4.1812467,664.2774,NA,NA,NA,NA
Rosales,Rosaceae,Prunus,Prunus pensylvanica,2047.7,23.47781293,60.79145317,11.10910705,39.0131,0.36,NA,NA,0.36
Rosales,Rosaceae,Prunus,Prunus pumila,NA,19.27952282,NA,1.286934342,147.7906,NA,NA,NA,NA
Rosales,Rosaceae,Prunus,Prunus serotina,2115.27,25.29629083,58.10870117,13.31316445,98.5236,0.604731345,NA,NA,0.604731345
Rosales,Rosaceae,Prunus,Prunus virginiana,975.08,18.85670178,39.59015991,5.99539284,65.8145,NA,NA,NA,NA
Lamiales,Lamiaceae,Pycnanthemum,Pycnanthemum virginianum,NA,NA,NA,NA,0.14,NA,NA,NA,NA
Ericales,Ericaceae,Pyrola,Pyrola rotundifolia,1355.19,13.46291202,53.9065135,0.120097156,NA,NA,0.25,0.22687,0.22687
Rosales,Rosaceae,Malus,Malus domestica,1620,26.642635,62.74205295,5.114735007,25.7151,NA,NA,NA,NA
Fagales,Fagaceae,Quercus,Quercus alba,7186.06,20.47676228,68.70919719,28.27776228,3111.1077,0.684543644,NA,NA,0.684543644
Fagales,Fagaceae,Quercus,Quercus petraea,2985.81,19.86644781,72.33548013,31.43850033,579.4958,0.579146906,NA,NA,0.579146906
Fagales,Fagaceae,Quercus,Quercus ellipsoidalis,3949.49,21.16050373,59.41097035,21.3,1698.3333,NA,NA,NA,NA
Fagales,Fagaceae,Quercus,Quercus macrocarpa,5409.77,22.14539006,65.70096128,28.4784124,6233.4608,0.67,NA,NA,0.67
Ranunculales,Ranunculaceae,Ranunculus,Ranunculus rhomboideus,1196.13,14.52630029,58.02936328,NA,1.17,NA,NA,NA,NA
Asterales,Asteraceae,Ratibida,Ratibida pinnata,583.54,8.6,67.42883437,0.903379936,0.6096,NA,0.258024261,0.231074713,0.231074713
Rosales,Rhamnaceae,Rhamnus,Rhamnus cathartica,655.96,24.36628659,58.48843604,3.291853038,20.3745,0.658103335,NA,NA,0.658103335
Rosales,Rhamnaceae,Frangula,Frangula alnus,1563.94,28.64792194,29.4082026,3.539464314,17.2032,0.416501047,NA,NA,0.411331231
Sapindales,Anacardiaceae,Rhus,Rhus glabra,7137.6,17.72816213,67.54501045,2.847025404,8.3723,NA,NA,NA,NA
Sapindales,Anacardiaceae,Toxicodendron,Toxicodendron radicans,NA,NA,46.7818659,2.774795068,16.6746,0.64852222,NA,NA,0.64852222
Sapindales,Anacardiaceae,Rhus,Rhus typhina,1174.13,25.20272032,61.38165939,6.885140439,10.3222,0.45,NA,NA,0.45
Saxifragales,Grossulariaceae,Ribes,Ribes hirtellum,NA,15.9,NA,1.2,1.5,NA,NA,NA,NA
Fabales,Fabaceae,Robinia,Robinia pseudoacacia,753.26,36.28686819,51.34381935,17.43678921,17.8953,0.711625294,NA,NA,0.721418526
Rosales,Rosaceae,Rosa,Rosa arkansana,1083.63,17.30560603,53.10684176,0.31,12.6397,NA,NA,NA,NA
Rosales,Rosaceae,Rosa,Rosa blanda,NA,17.48971126,NA,NA,10,NA,NA,NA,NA
Rosales,Rosaceae,Rosa,Rosa carolina,NA,NA,NA,1.52,17.392,NA,NA,NA,NA
Rosales,Rosaceae,Rubus,Rubus allegheniensis,3243.21,26.05,36.60722827,1.055790569,2.2689,NA,NA,NA,NA
Rosales,Rosaceae,Rubus,Rubus canadensis,NA,NA,NA,3,2.3134,NA,NA,NA,NA
Rosales,Rosaceae,Rubus,Rubus flagellaris,NA,NA,NA,0.91,3.2656,NA,NA,NA,NA
Rosales,Rosaceae,Rubus,Rubus idaeus,2198.09,23.31509906,45.57786255,0.939938363,1.7657,NA,NA,NA,NA
Rosales,Rosaceae,Rubus,Rubus occidentalis,545.56,15.7,43.12848477,0.701697348,1.3658,NA,NA,NA,NA
Rosales,Rosaceae,Rubus,Rubus pubescens,4175.16,19.32149063,27.51125441,NA,NA,NA,NA,NA,NA
Asterales,Asteraceae,Rudbeckia,Rudbeckia hirta,465.99,NA,57.45484354,0.519804113,0.3831,0.291413123,NA,NA,0.291413123
Asterales,Asteraceae,Echinacea,Echinacea serotina,949.19,21.4,71.42857143,NA,0.15,NA,NA,NA,NA
Caryophyllales,Polygonaceae,Rumex,Rumex acetosella,161.17,30.12281595,45.38463706,0.179058268,0.4017,0.368824,NA,NA,0.368824
Caryophyllales,Polygonaceae,Rumex,Rumex mexicanus,NA,NA,NA,NA,NA,NA,NA,NA,NA
Caryophyllales,Polygonaceae,Rumex,Rumex britannica,NA,NA,NA,2,1.61,NA,NA,NA,NA
Alismatales,Alismataceae,Sagittaria,Sagittaria latifolia,1321.57,NA,33.3550337,1.49,6.75,NA,NA,NA,NA
Malpighiales,Salicaceae,Salix,Salix bebbiana,NA,21.1,NA,4.36592131,0.18,NA,NA,NA,NA
Malpighiales,Salicaceae,Salix,Salix discolor,1484.53,NA,NA,6.9828361,0.32,NA,NA,NA,NA
Malpighiales,Salicaceae,Salix,Salix petiolaris,NA,NA,NA,7.0104,0.9033,NA,NA,NA,NA
Malpighiales,Salicaceae,Salix,Salix humilis,NA,NA,NA,3.04,0.16,NA,NA,NA,NA
Malpighiales,Salicaceae,Salix,Salix interior,NA,NA,NA,7.07,0.04,NA,NA,NA,NA
Malpighiales,Salicaceae,Salix,Salix pedicellaris,415.42,NA,66.62893316,NA,NA,NA,NA,NA,NA
Malpighiales,Salicaceae,Salix,Salix pyrifolia,NA,NA,NA,7.9248,NA,NA,NA,NA,NA
Malpighiales,Salicaceae,Salix,Salix serissima,NA,NA,NA,NA,0.14,NA,NA,NA,NA
Caryophyllales,Amaranthaceae,Kali,Kali turgidum,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saxifragales,Saxifragaceae,Micranthes,Micranthes pensylvanica,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poales,Poaceae,Schizachne,Schizachne purpurascens,NA,14.3,NA,NA,2.65,NA,NA,NA,NA
Poales,Poaceae,Schizachyrium,Schizachyrium scoparium,570.95,11.98549732,54.25384034,0.769662042,0.7902,0.3160866,NA,NA,0.3160866
Poales,Cyperaceae,Scirpus,Scirpus cyperinus,NA,NA,NA,1.49,0.0193,NA,NA,NA,NA
Poales,Cyperaceae,Eleocharis,Eleocharis geniculata,NA,NA,NA,0.375,0.11,NA,NA,NA,NA
Poales,Cyperaceae,Scleria,Scleria triglomerata,NA,NA,NA,1,4.9,NA,NA,NA,NA
Lamiales,Lamiaceae,Scutellaria,Scutellaria galericulata,494.54,NA,22.24805861,0.234690149,0.7118,NA,0.203665735,0.202590845,0.202590845
Lamiales,Lamiaceae,Scutellaria,Scutellaria lateriflora,821.97,NA,15.88552911,NA,0.32,NA,NA,NA,NA
Lamiales,Lamiaceae,Scutellaria,Scutellaria parvula,69.2,11.71939474,39.6042506,0.144913767,NA,NA,0.32,0.26355,0.26355
Poales,Poaceae,Secale,Secale cereale,NA,25.47546328,NA,1.272720566,26.3882,NA,NA,NA,NA
Asterales,Asteraceae,Packera,Packera aurea,NA,NA,NA,1.18,1,NA,NA,NA,NA
Asterales,Asteraceae,Packera,Packera paupercula,132.34,NA,34.69071776,0.506392365,0.25,NA,0.154272486,0.176708783,0.176708783
Poales,Poaceae,Setaria,Setaria italica,5638.5,14.93452376,41.82350481,0.824186148,2.2444,NA,0.2,0.18029,0.18029
Poales,Poaceae,Cenchrus,Cenchrus americanus,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poales,Poaceae,Setaria,Setaria viridis,936.14,22.70398064,30.98096369,0.296079204,1.2959,NA,0.243910299,0.219282346,0.219282346
Caryophyllales,Caryophyllaceae,Silene,Silene antirrhina,NA,22.69,50,NA,0.0631,NA,NA,NA,NA
Brassicales,Brassicaceae,Sisymbrium,Sisymbrium altissimum,3258.56,NA,47.75188705,0.493639469,0.1921,NA,0.119582607,0.158531286,0.158531286
Asparagales,Iridaceae,Sisyrinchium,Sisyrinchium campestre,369.02,11.81392914,86.53689672,NA,0.46,NA,NA,NA,NA
Asparagales,Asparagaceae,Maianthemum,Maianthemum racemosum,1105.33,17.85337881,49.64568932,NA,32.1827,NA,NA,NA,NA
Asparagales,Asparagaceae,Maianthemum,Maianthemum stellatum,NA,NA,NA,0.6,24.1883,NA,NA,NA,NA
Liliales,Smilacaceae,Smilax,Smilax herbacea,NA,20.2,NA,NA,37.4523,NA,NA,NA,NA
Solanales,Solanaceae,Solanum,Solanum americanum,772.66,NA,43.73003555,0.922288031,1.0997,NA,0.122474487,0.160046631,0.160046631
Solanales,Solanaceae,Solanum,Solanum nigrum,772.66,NA,43.73003555,0.922288031,1.0997,NA,0.122474487,0.160046631,0.160046631
Solanales,Solanaceae,Solanum,Solanum carolinense,NA,23.31918738,60.32258075,NA,2.44,NA,NA,NA,NA
Solanales,Solanaceae,Solanum,Solanum dulcamara,1408.31,39.56191837,28.65708511,1.012282515,1.489,0.23,NA,NA,0.23
Asterales,Asteraceae,Solidago,Solidago altissima,1043.41,NA,57.13982717,2,0.083,NA,NA,NA,NA
Asterales,Asteraceae,Solidago,Solidago canadensis,894.72,16.25032178,60.79755528,0.816947234,0.0752,NA,0.284464623,0.244929462,0.244929462
Asterales,Asteraceae,Solidago,Solidago gigantea,755.98,11.96915806,61.87840822,1.082901854,0.1273,NA,0.306905489,0.256688476,0.256688476
Asterales,Asteraceae,Solidago,Solidago juncea,1535.22,NA,68.87240105,0.806644151,0.2124,NA,0.296918765,0.251455433,0.251455433
Asterales,Asteraceae,Solidago,Solidago missouriensis,876.86,12.70468117,98.76975015,0.91,0.2694,NA,NA,NA,NA
Asterales,Asteraceae,Solidago,Solidago nemoralis,599.65,12.6688421,113.0155216,0.489897949,0.1447,NA,0.44,0.32643,0.32643
Asterales,Asteraceae,Solidago,Solidago rigida,3185.69,12.36782331,106.8108748,1.160868362,0.4925,NA,0.248272578,0.225964831,0.225964831
Asterales,Asteraceae,Solidago,Solidago speciosa,NA,NA,NA,NA,0.2449,NA,NA,NA,NA
Asterales,Asteraceae,Sonchus,Sonchus arvensis,3014.33,NA,46.4623242,0.923438167,0.6611,NA,0.119334766,0.158401418,0.158401418
Poales,Poaceae,Sorghastrum,Sorghastrum nutans,1393.18,12.85095579,63.77797131,1.23708092,1.6951,0.351484641,NA,NA,0.351484641
Poales,Poaceae,Sporobolus,Sporobolus michauxianus,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rosales,Rosaceae,Spiraea,Spiraea alba,3534.25,16.53376834,74.09556554,1.118168413,0.545,NA,NA,NA,NA
Rosales,Rosaceae,Spiraea,Spiraea tomentosa,225,19.39725961,67.35996587,1.347219359,0.41,NA,NA,NA,NA
Poales,Poaceae,Sporobolus,Sporobolus cryptandrus,954.8,12.85275457,55.5247085,0.91,0.0957,NA,NA,NA,NA
Poales,Poaceae,Sporobolus,Sporobolus heterolepis,512.45,9.68,58.4906211,0.7,1.0268,NA,0.40711195,0.364205412,0.364205412
Lamiales,Lamiaceae,Stachys,Stachys palustris,937.13,25,40.62739931,0.553756519,1.0986,NA,0.179722008,0.190044332,0.190044332
Lamiales,Lamiaceae,Stachys,Stachys tenuifolia,1078.35,NA,57.8132004,0.183144534,1.0829,NA,0.317058556,0.262008683,0.262008683
Caryophyllales,Caryophyllaceae,Stellaria,Stellaria longifolia,NA,NA,NA,0.178338907,0.1296,NA,NA,NA,NA
Caryophyllales,Caryophyllaceae,Stellaria,Stellaria media,262.73,33.55153559,20.64641471,0.15232626,0.3667,0.1215332,NA,NA,0.1215332
Poales,Poaceae,Stipa,Stipa spartea,628.82,19.67304416,109.9519369,1.011361577,12.9498,NA,0.425090609,0.380170461,0.380170461
Poales,Poaceae,Stipa,Stipa comata,90,18.42232378,98.80643635,0.414499134,4.469,0.28557585,NA,NA,0.28557585
Poales,Poaceae,Trachypogon,Trachypogon spicatus,NA,11.73846643,NA,0.357211422,NA,NA,NA,NA,NA
Liliales,Liliaceae,Streptopus,Streptopus lanceolatus,NA,16.99530642,NA,NA,NA,NA,NA,NA,NA
Fabales,Fabaceae,Strophostyles,Strophostyles leiosperma,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dipsacales,Caprifoliaceae,Symphoricarpos,Symphoricarpos occidentalis,NA,NA,NA,0.91,5.9918,NA,NA,NA,NA
Asterales,Asteraceae,Taraxacum,Taraxacum campylodes,2930.81,28.5283907,37.94872565,0.174624987,0.6116,0.25662,NA,NA,0.25662
Ranunculales,Ranunculaceae,Thalictrum,Thalictrum dasycarpum,728,11.87968665,39.57261575,0.574804315,2.4059,NA,0.25,0.22687,0.22687
Ranunculales,Ranunculaceae,Thalictrum,Thalictrum dioicum,361.23,16.12068217,19.61450166,0.50036026,2.1308,NA,0.223853327,0.213169143,0.213169143
Commelinales,Commelinaceae,Tradescantia,Tradescantia bracteata,NA,31.91,91.66666667,NA,NA,NA,NA,NA,NA
Commelinales,Commelinaceae,Tradescantia,Tradescantia occidentalis,731.23,19.44325791,61.19421028,0.34,3.1,NA,NA,NA,NA
Asterales,Asteraceae,Tragopogon,Tragopogon duarius,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malpighiales,Hypericaceae,Triadenum,Triadenum fraseri,NA,NA,NA,NA,0.1,NA,NA,NA,NA
Ericales,Primulaceae,Lysimachia,Lysimachia borealis,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabales,Fabaceae,Trifolium,Trifolium arvense,54.67,25.67953442,49.39021837,0.146673338,0.3968,0.41294,NA,NA,0.41294
Fabales,Fabaceae,Trifolium,Trifolium hybridum,1410.42,42.61312705,43.73732549,0.433453327,0.7191,NA,0.234076542,0.209630967,0.209630967
Fabales,Fabaceae,Trifolium,Trifolium pratense,479.71,39.00307162,43.36656461,0.307332886,1.5576,0.206316975,NA,NA,0.206316975
Fabales,Fabaceae,Trifolium,Trifolium repens,204.05,42.36512452,37.15652491,0.158034098,0.5339,0.1511877,NA,NA,0.1511877
Poales,Typhaceae,Typha,Typha angustifolia,9475.81,14.5327217,142.3432416,1.586970136,0.0941,NA,0.264952826,0.237968109,0.237968109
Poales,Typhaceae,Typha,Typha latifolia,17369.99,14.43017547,94.61265942,1.525828105,0.0576,NA,0.191656794,0.172881233,0.172881233
Rosales,Ulmaceae,Ulmus,Ulmus americana,6018.97,20.49324369,82.59079415,37.07386112,5.4276,0.497493719,NA,NA,0.497493719
Rosales,Ulmaceae,Ulmus,Ulmus pumila,964.34,29.29558755,100.3191665,12.52952845,6.254,0.539907399,NA,NA,0.539907399
Rosales,Urticaceae,Urtica,Urtica dioica,1552.74,42.91725378,34.57528752,0.88302413,0.1399,0.11823,NA,NA,0.11823
Liliales,Colchicaceae,Uvularia,Uvularia sessilifolia,NA,25.4,NA,NA,NA,NA,NA,NA,NA
Ericales,Ericaceae,Vaccinium,Vaccinium angustifolium,256.67,15.08929337,46.31589197,0.876611661,0.22,NA,NA,NA,NA
Ericales,Ericaceae,Vaccinium,Vaccinium myrtilloides,293.99,15.78529749,68.39526809,4.389760814,0.2,NA,NA,NA,NA
Lamiales,Scrophulariaceae,Verbascum,Verbascum thapsus,7045.53,21.62377164,66.69203677,0.879252976,0.0886,0.231461214,NA,NA,0.231461214
Lamiales,Verbenaceae,Verbena,Verbena bracteata,260,25.13,50.76142132,0.15,0.4827,0.223757056,NA,NA,0.223757056
Lamiales,Verbenaceae,Verbena,Verbena hastata,1473.42,24.73551851,62.98890041,0.914520558,0.225,NA,0.310091565,0.25835798,0.25835798
Lamiales,Verbenaceae,Verbena,Verbena stricta,902.18,10.6,73.9973339,0.848329642,1.0374,NA,0.268415404,0.236519672,0.236519672
Asterales,Asteraceae,Vernonia,Vernonia fasciculata,NA,NA,NA,NA,1.3909,NA,NA,NA,NA
Lamiales,Plantaginaceae,Veronicastrum,Veronicastrum virginicum,915.7,NA,89.57105855,0.6847936,0.0529,NA,0.318119561,0.26256465,0.26256465
Dipsacales,Adoxaceae,Viburnum,Viburnum lentago,2048.62,22.42,25.87322122,8.53,69.6362,NA,NA,NA,NA
Fabales,Fabaceae,Vicia,Vicia sativa,75,51.27367746,42.80722048,0.449866573,20.6355,0.171666667,NA,NA,0.171666667
Fabales,Fabaceae,Vicia,Vicia villosa,NA,29.6,38.81681257,0.696873274,34.8352,NA,0.16,0.15837,0.15837
Malpighiales,Violaceae,Viola,Viola macloskeyi,148.06,NA,22.30432871,0.15,0.46,NA,NA,NA,NA
Malpighiales,Violaceae,Viola,Viola palustris,1064.48,NA,27.2896899,0.096350888,0.7335,NA,0.166189748,0.182953428,0.182953428
Malpighiales,Violaceae,Viola,Viola pedata,NA,NA,NA,NA,0.92,NA,NA,NA,NA
Malpighiales,Violaceae,Viola,Viola pedatifida,1205.84,14.72956009,63.27115087,NA,NA,NA,NA,NA,NA
Malpighiales,Violaceae,Viola,Viola sagittata,973.58,11.32152101,60.20421035,0.116619038,0.53,NA,0.213120447,0.207545114,0.207545114
Malpighiales,Violaceae,Viola,Viola selkirkii,NA,NA,NA,0.1,0.61,NA,NA,NA,NA
Vitales,Vitaceae,Vitis,Vitis vulpina,8799.85,27.48953574,57.42649787,11.75826974,38.1585,NA,NA,NA,NA
Poales,Xyridaceae,Xyris,Xyris torta,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sapindales,Rutaceae,Zanthoxylum,Zanthoxylum americanum,NA,NA,NA,7.768551989,14.0124,NA,NA,NA,NA
Apiales,Apiaceae,Zizia,Zizia aptera,7059.99,17.00897883,24.95843747,NA,1.7523,NA,NA,NA,NA
Apiales,Apiaceae,Zizia,Zizia aurea,5472.12,26.92,63.1220478,0.722170604,2.2215,NA,0.276060368,0.240525633,0.240525633
Ginkgoales,Ginkgoaceae,Ginkgo,Ginkgo biloba,1336,20.3,92.28989146,32.82584596,1083.9307,0.45,NA,NA,0.45
